,product name,price,image url,category,product dimensions,brand,capacity,configuration,energy star,model,annual energy consumption,refrigerator fresh food capacity,freezer capacity,installation type,part number,form factor,special features,colour,voltage,number of drawers,defrost system,door orientation,door material,shelf type,number of shelves,certification,material,included components,batteries required,manufacturer,country of origin,asin,customer reviews,best sellers rank,date first available,packer,item weight,item dimensions lxwxh,net quantity,generic name,energy efficiency,volume capacity name,batteries included,model name,door material type,model number,number of memory sticks,item model number,item height,item width,wattage,power source,are batteries included?,importer,specific product use,manufacturer part number,size,stain resistant?,assembly required,special feature,cooling type,capacity name,exterior,position,volume,viscosity,imported by,weighted annual energy consumption,style,access location,package dimensions,battery cell type,finish type,mounting hardware,number of items,noise level,ice storage capacity,drawer type,bottle count,color,item part number,primary material,what is in the box?,locking mechanism,mattress comfort,weight,control console,energy efficiency rating,number of doors,is assembly required,shelf material,other display features,whats in the box,number of vents,pattern,item shape,frame type,frame material,orientation,target audience,connector type,inner material type,number of racks,cooling power,product benefits,material type free,item form,hair type,material feature,age range (description),recommended uses for product,scent,mounting type,shipping weight,specific uses for product,item volume,surface recommendation,special ingredients,air flow capacity,controls type,reservoir capacity,standby power consumption,number of speeds,liquid volume,energy consumption,airflow displacement,number of option cycles,shape,specific uses,power and plug description,eu energy efficiency label,start year,compatible devices,operating voltage,maximum voltage,filter type,floor area,operation mode,room type,max number of supported devices,batteries,hardware platform,display technology,battery description,includes rechargeable battery,connectivity technology,does it contain liquid?,maximum rotational speed,noise level spinning,number of standard cycles,noise level washing,contains liquid contents,package information,lower temperature rating,cycle options,noise level drying,controller type,capacity per washing program,standard capacity cycle,setting type,hose length,number of settings,number of jets,water consumption,spinning performance rating,washing performance rating,drying performance rating,water consumption per complete standard program,additional information,lighting,closure type,number of sets,department,storage volume,fuel type,water resistance level,specification met,oven cooking mode,control type,door style,cable length,burner type,outer material,product care instructions,fill material,number of pieces,footboard upholstery,auto focus included,heating method,is dishwasher safe,temperature range,series,fabric type,with lid,is oven safe,bulb shape size,incandescent equivalent wattage,item package quantity,light source wattage,control method,assembly type,warranty summary,speed,bowl material,is microwaveable,occasion,output wattage,has nonstick coating,inner material,capacitance,number of slices,display type,number of programmes,furniture finish,min temperature setting,max temperature setting,warranty type,weight limit,horsepower,lid material,screen size,supported internet services,resolution,refresh rate,model year,ram memory installed size,operating system,hardware interface,graphics coprocessor,tuner technology,response time,remote control description,standing screen display size,viewing angle,image aspect ratio,image contrast ratio,supported image types,screen resolution,audio input compatible with the item,audio output mode,supported audio formats,speaker surround sound channel configuration,video capture resolution,audio wattage,gsm frequencies,total usb ports,actual viewing angle,includes remote,supports bluetooth technology,memory storage capacity,remote control technology,image brightness,battery cell composition,maximum operating distance,media format,aspect ratio,battery power rating,total power outlets,maximum resolution,speakers maximum output power,processor count,wire or cable technology,surround sound channel configuration,audio encoding,ram memory maximum size,light source type,cable feature,colour screen,audio input,processor brand,processor type,cellular technology,display resolution maximum,total hdmi ports
1396,OnePlus 163 cm (65 inches) Q Series 4K Ultra HD QLED Smart Google TV 65 Q2 Pro (Black),"94,999.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/615l0lJ7HEL._AC_SS450_.jpg,television,9.2 x 145 x 88.2 cm; 29.8 Kilograms,OnePlus,,,,65 Q2 Pro,,,,,,,"QLED TV | Speak Now Hands-free voice control | Remote With Voice Assistant | Google TV | HDR 10+|Dolby Vision | DCI-P3 97% Wide Color Gamut | Supported Applications : Netflix, Disney+Hotstar, Youtube",,240 Volts,,,,,,,,,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control,1 AV IN Adapter, 1AC Cord, 2 AAA Battery",No,Radiant Appliances and Electronics Pvt. Ltd.,India,B0BSH87T6X,4.1  4.1 out of 5 stars        142 ratings    4.1 out of 5 stars,"#65,646 in Electronics (See Top 100 in Electronics)  #306 in Smart Televisions",17 January 2023,"Radiant Appliances and Electronics Pvt. Ltd. , SURVEY NO.111, 112, S-2 A 1, ECITY, FABCITYMAHESHWARAM MANDALRAVIRYALA VILLAGERANGA REDDY, 501141,TELANGANAINDIA",29 kg 800 g,9.2 x 145 x 88.2 Centimeters,1 Case,QLED TV,,,Yes,65 Q2 Pro,,,,65 Q2 Pro,,,360 Watts,AC,,,,,,,,"QLED TV | Speak Now Hands-free voice control | Remote With Voice Assistant | Google TV | HDR 10+|Dolby Vision | DCI-P3 97% Wide Color Gamut | Supported Applications : Netflix, Disney+Hotstar, Youtube",,,,,,,,,,,,,,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control,1 AV IN Adapter, 1AC Cord, 2 AAA Battery",1,,,,,,,,,,,,,,,,,,,,,,,,,,"Wi-Fi, USB, Ethernet, HDMI",,,,,,,,,,,,Wall Mount & Table Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AAA batteries required. (included),,QLED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HDR 10+,,,,,,,,,65 Inches,"Netflix, Prime Video, Zee5, Oxygen Play, Eros Now, JioCinema, SonyLiv, Youtube, Hungama, Hotstar",3840 x 2160 Pixels,120 Hz,2023,3 GB,Google TV,"Bluetooth, USB, Ethernet, HDMI, Radio Frequency",G52 MC1,DVB-T2,8 Milliseconds,One Click Netflix and Amazon Prime Video Buttons | OnePlus Connect | Google Assistant | With Voice Assitant | NFC,65 Inches,178 Degrees,16:09,1200000:1,"GIF, JPEG",3840 x 2160 pixel,"USB, HDMI",Surround,"mp3_audio, wma",Dolby Atmos,4K,70 Watts,,2,178 Degrees,Yes,Yes,32 GB,"IR, Bluetooth",Ultra Brightness,Zinc Carbon,9 Feet,"MPEG, AVI",1.78:1,,,,70 Watts,,,,Dolby Atmos,,,,,,,,,,
1397,Karbonn 80 cm (32 inches) Kohinoor Series HD Ready Smart A+ LED Google TV KJSW32GSHD (Black),"10,990.",https://m.media-amazon.com/images/I/61pExjNk+LL._AC_SS450_.jpg,television,8.4 x 71.8 x 42.3 cm; 4 Kilograms,Karbonn,,,,KJSW32GSHD,,,,,,,"Smart TV Features: Google TV | Google Assistant | Built-in Chromecast | Voice Search Smart Remote | Supported Apps: Netflix, Youtube, Prime Video, Disney+ Hotstar, Google Play",,110 Volts,,,,,,,,,"1 LED TV, 1Set Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",Yes,KARBONN,India,B0BT82JN7H,3.9  3.9 out of 5 stars        30 ratings    3.9 out of 5 stars,"#92,621 in Electronics (See Top 100 in Electronics)  #365 in Smart Televisions",27 January 2023,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",4 kg,8.4 x 71.8 x 42.3 Centimeters,1 Piece,Google TV,,,Yes,KJSW32GSHD,,,,KJSW32GSHD,,,55 Watts,AC,,"Jaina India Pvt Ltd. , D-170, Okhla Industrial Area Phase-1, New Delhi -110020",,,,,,"Smart TV Features: Google TV | Google Assistant | Built-in Chromecast | Voice Search Smart Remote | Supported Apps: Netflix, Youtube, Prime Video, Disney+ Hotstar, Google Play",,,,,,,,,,,,,,"1 LED TV, 1Set Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,,,,,,,,,,,,,,,,,,,,,,,,,,"Wi-Fi, USB, Ethernet, HDMI",,,,,,,,,,,,Wall Mount & Table Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AAA batteries required. (included),,LED,Lithium Ion,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+,,,,,,,,,32 Inches,"Netflix, Prime Video, Google Play, Youtube, Disney+ Hotstar",1366x768 Pixels,60 Hz,2023,1.5 GB,Android,"USB, HDMI",CA55,NTSC,8 Milliseconds,"One click NETFLIX, Prime Video, Youtube button | Google Assistant",32 Inches,178 Degrees,16:09,3000:1,"PNG, JPEG",1366 x 768,"USB, HDMI",Stereo,"mp3_audio, wma",Dolby Audio,720p,20 Watts,60 Hz,2,178 Degrees,Yes,Yes,8 GB,"IR, Bluetooth",High Brightness,Lithium Ion,8 Feet,"AVI, MPEG",16:9,,,,20 Watts,,,,,,,,,,,,,,
1398,Panasonic 109 cm (43 Inches) Full HD Smart Android LED TV 43LS680DX (Black) (2022 Model),"11,499",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61pciRu2gHL._AC_SS450_.jpg,television,106 x 14.5 x 64.5 cm; 6 Kilograms,Panasonic,,,,TH-43LS680DX,,,,,,,Flat,,,,,,,,,,,"1 LED TV, 1 User Guide, 2 Table Top Stand, 1 Warranty Card, 1 Remote Controller, 1 Wall Mount",Yes,PANASONIC LIFE SOLUTION INDIA PVT LTD,,B0BTDF4GMX,5.0  5.0 out of 5 stars        1 rating    5.0 out of 5 stars,"#1,000,236 in Electronics (See Top 100 in Electronics)  #1,185 in Smart Televisions",30 January 2023,,6 kg,106 x 14.5 x 64.5 Centimeters,1.00 count,,,,Yes,,,,,TH-43LS680DX,,,,Corded Electric,,,,,,,,Flat,,,,,,,,,,,,,,"1 LED TV, 1 User Guide, 2 Table Top Stand, 1 Warranty Card, 1 Remote Controller, 1 Wall Mount",1,,,,,,,,,,,,,,,,,,,,,,,,,,HDMI,,,,,,,,,,,,Table and Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AAA batteries required. (included),,LED,,,HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,,43 Inches,"Netflix, Amazon Instant Video, YouTube, Browser",19201080,60 Hz,2022,1.5 GB,Android,"USB, USB Type C",,ATSC,,,43 Inches,178 Degrees,16:9,1200:1,,1920 x 1080 pixel,"USB, HDMI",Stereo,,,1080p,20 Watts,,2,,Yes,,8 GB,,,Lithium Ion,,,,,,,,,,,,,,,,,,,,,
1399,SANSUI 80 cm (32 inches) HD Ready Smart A+ LED Google TV JSWY32GSHD (Black),"10,782.",https://m.media-amazon.com/images/I/717jM0kdi8L._AC_SS450_.jpg,television,8.4 x 71.8 x 42.3 cm; 4 Kilograms,SANSUI,,,,JSWY32GSHD,,,,,,,"Smart TV Features: Google TV | Google Assistant | Built-in Chromecast | Voice Search Smart Remote | Supported Apps: Netflix, Youtube, Prime Video, Disney+ Hotstar, Google Play",,110 Volts,,,,,,,,,"1 LED TV, 1Set Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",Yes,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",India,B0BV2VFY5D,3.8  3.8 out of 5 stars        236 ratings    3.8 out of 5 stars,"#1,643 in Electronics (See Top 100 in Electronics)  #40 in Smart Televisions",7 February 2023,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",4 kg,8.4 x 71.8 x 42.3 Centimeters,1 Piece,Google TV,,,Yes,JSWY32GSHD,,,,JSWY32GSHD,,,55 Watts,AC,,"Jaina India Pvt Ltd. , D-170, Okhla Industrial Area Phase-1, New Delhi -110020",,,,,,"Smart TV Features: Google TV | Google Assistant | Built-in Chromecast | Voice Search Smart Remote | Supported Apps: Netflix, Youtube, Prime Video, Disney+ Hotstar, Google Play",,,,,,,,,,,,,,"1 LED TV, 1Set Table Stand Base, 1 Wall Mount, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",1,,,,,,,,,,,,,,,,,,,,,,,,,,"Wi-Fi, USB, Ethernet, HDMI",,,,,,,,,,,,Wall Mount & Table Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AAA batteries required. (included),,LED,Lithium-Ion,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+,,,,,,,,,32 Inches,"Netflix, Prime Video, Google Play, Youtube, Disney+ Hotstar",1366x768 Pixels,60 Hz,2023,1.5 GB,Android,"USB, HDMI",CA55,NTSC,8 Milliseconds,"One click NETFLIX, Prime Video, Youtube button | Google Assistant",32 Inches,178 Degrees,16:09,3000:1,"PNG, JPEG",1366 x 768,"USB, HDMI",Stereo,"mp3_audio, wma",Dolby Audio,720p,20 Watts,,2,178 Degrees,Yes,Yes,8 GB,"IR, Bluetooth",High Brightness,Lithium,8 Feet,"AVI, MPEG",16:9,,,,20 Watts,,,,,,,,,,,,,,
1400,ALT 164 cm (65 inches) Bezelless 4K Ultra HD Smart Certified Android LED TV 65UAA1 (Black) 2023 Model,"39,999.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/81v-h9XvJDL._AC_SS450_.jpg,television,8 x 145 x 84 cm; 16.8 Kilograms,ALT,,,,Android Series,,,,,,,"HDMI, USB, VGA, Contact brand for Installation and service. Email: contact@altliving.in, Customer Care No: 080 68001111, AV, Certified Smart, Fully Loaded Android Smart TV, Google Assitant Voice Control",,240 Volts (AC),,,,,,,,,"Remote - 1N, Battery (AAA) - 2N, Wall Mount Kit - 1N, Table Mount - 1 Set, Warranty Card - 1N, User Manual - 1N, TV - 1N",Yes,Gamma Internet Private Limited,India,B0BVFM635J,4.3  4.3 out of 5 stars        602 ratings    4.3 out of 5 stars,"#141,871 in Electronics (See Top 100 in Electronics)  #447 in Smart Televisions",10 February 2023,,16 kg 800 g,8 x 145 x 84 Centimeters,1.00 Set,,,,Yes,Android Series,,,,Android Series,,,60 Watts,Corded Electric,,,,,,,,"HDMI, USB, VGA, Contact brand for Installation and service. Email: contact@altliving.in, Customer Care No: 080 68001111, AV, Certified Smart, Fully Loaded Android Smart TV, Google Assitant Voice Control",,,,,,,,,,,,,,"Remote - 1N, Battery (AAA) - 2N, Wall Mount Kit - 1N, Table Mount - 1 Set, Warranty Card - 1N, User Manual - 1N, TV - 1N",1,,,,,,,,,,,,,,,,,,,,,,,,,,Wi-Fi,,,,,,,,,,,,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AA batteries required. (included),,LED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,,164 Centimetres,"Hotstar, Sony Liv, Voot TV, Saavan, Aaj Tak, Hungama Play, YouTube, Browser",3840 x 2160 Pixels,60 Hz,2023,1 GB,Android,"Bluetooth, USB, HDMI, LANC",,ATSC,8 Milliseconds,IR,164 Centimetres,89 Degrees,16:9,1200,"BMP, GIF, PNG, JPEG",3840 x 2160 pixel,"USB, HDMI",Digital,"AAC, DOLBY, AMR-WB, AC-4.AMR-N8",,,24 Watts,60 Hz,2,,Yes,No,,IR,,Alkaline,10 Metres,,,,,3840 Pixels,,,,,,,LED,,,,,,,,
1401,ALT 108 cm (43 inches) Bezelless Full HD LED Smart TV 43FAC1 (Black) 2023 Model,"15,499.",,television,9 x 96.8 x 56.98 cm; 6.3 Kilograms,ALT,,,,Coolita Series,,,,,,,"HDMI, USB, VGA, Contact brand for Installation and service. Email: contact@altliving.in, Customer Care No: 080 68001111, AV, Fully Loaded Smart TV, Certified Smart",,240 Volts (AC),,,,,,,,,"Remote - 1N, Battery (AAA) - 2N, Wall Mount Kit - 1N, Table Mount - 1 Set, Warranty Card - 1N, User Manual - 1N, TV - 1N",Yes,Gamma Internet Private Limited,India,B0BVFN4YKF,4.3  4.3 out of 5 stars        602 ratings    4.3 out of 5 stars,"#15,980 in Electronics (See Top 100 in Electronics)  #160 in Smart Televisions",10 February 2023,,6 kg 300 g,9 x 96.8 x 57 Centimeters,1.00 Set,,,,Yes,Coolita Series,,,,Coolita Series,,,60 Watts,Corded Electric,,,,,,,,"HDMI, USB, VGA, Contact brand for Installation and service. Email: contact@altliving.in, Customer Care No: 080 68001111, AV, Fully Loaded Smart TV, Certified Smart",,,,,,,,,,,,,,"Remote - 1N, Battery (AAA) - 2N, Wall Mount Kit - 1N, Table Mount - 1 Set, Warranty Card - 1N, User Manual - 1N, TV - 1N",1,,,,,,,,,,,,,,,,,,,,,,,,,,Wi-Fi,,,,,,,,,,,,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AA batteries required. (included),,LED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,,108 Centimetres,"Hotstar, Sony Liv, Voot TV, Saavan, Aaj Tak, Hungama Play, YouTube, Browser",1920 x 1080 Pixels,60 Hz,2023,512 MB,Coolita,"Bluetooth, USB, HDMI, LANC",,ATSC,8.5 Milliseconds,IR,108 Centimetres,178 Degrees,16:9,1200,"BMP, GIF, PNG, JPEG",1920 x 1080,"USB, HDMI",Digital,"AAC, DOLBY, AMR-WB, AC-4.AMR-N8",5.1,,,60 Hz,1,,Yes,No,,IR,,Alkaline,10 Metres,,,,,1920 Pixels,,,,,,,,,,,,,,,
1402,Redmi 80 cm (32 inches) F Series HD Ready Smart LED Fire TV L32R8-FVIN (Black),"11,499.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/819Lw2PE8tL._AC_SS450_.jpg,television,8.25 x 71.57 x 42.37 cm; 3.9 Kilograms,Redmi,,,,L32R8-FVIN,,,,,,,Fire OS 7 | Supported Apps: Prime Video | Netflix | 12000+ apps from App Store | Voice Remote with Alexa | DTH Set-Top Box Integration to switch between DTH TV Channels and OTT apps from home screen | Display Mirroring - Airplay and Miracast,,240 Volts,,,,,,,,,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws, 2 x AAA Batteries",No,TTE Electronics India Private Limited,India,B0BVMLNGXR,"4.2  4.2 out of 5 stars        58,779 ratings    4.2 out of 5 stars",#109 in Electronics (See Top 100 in Electronics)  #1 in Smart Televisions,13 February 2023,"TTE Electronics India Private Limited, Vikruthamala Village, Papanaidupeta Post, Yerpedu Mandal, Tirupati, Vikruthamala Village, Chitt oor, Andhra Pradesh, 517526",3 kg 900 g,8.2 x 71.6 x 42.4 Centimeters,1 Count,TV,,,Yes,L32R8,,,,L32R8-FVIN,,,50 Watts,AC,,,,,,,,Fire OS 7 | Supported Apps: Prime Video | Netflix | 12000+ apps from App Store | Voice Remote with Alexa | DTH Set-Top Box Integration to switch between DTH TV Channels and OTT apps from home screen | Display Mirroring - Airplay and Miracast,,,,,,,,,,,,,,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws, 2 x AAA Batteries",1,,,,,,,,,,,,,,,,,,,,,,,,,,"Wi-Fi, USB, Ethernet, HDMI",,,,,,,,,,,,Wall Mount & Table Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AAA batteries required. (included),,LED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vivid Picture Engine,,,,,,,,,32 Inches,"Netflix, 12000+ Apps from App Store, Prime Video, Disney+ Hotstar",1366 x 768 Pixels,60 Hz,2023,1 GB,FireOS,"Bluetooth, USB, Ethernet, HDMI, 3.5mm Audio",Mali G31 MP2,NTSC,,"Remote with easy Access like Alexa Voice assistant | Guide | Mute | Menu | Prime Video, Netflix, Amazon Music and Apps buttons",32 Inches,178 Degrees,16:09,,"GIF, JPEG",1366 x 768,"USB, HDMI",Stereo,"mp3_audio, wma",Dolby Audio | DTS Virtual: X | DTS - HD,,20 Watts,60 Hz,2,178 Degrees,Yes,Yes,8 GB,Bluetooth,,Alkaline,9 Feet,"AVI, MPEG",16:9,,,,,,,,,1 GB,,,,,,,,,
1403,IQ 80 cm (32 inches) Full HD Ready LED Frameless Android Smart TV IQFL32ST (Black),"11,499",https://m.media-amazon.com/images/I/61V9VRgBrEL._AC_SS450_.jpg,television,1.8 x 80 x 40 cm; 4 Kilograms,IQ-IT'S ROYALTY,,,,IQFL32ST,,,,,,,Flat,,,,,,,,,,,"Stand 1 Set, Battery 1 Set, Screws 4 Unit, Remote Control 1 Unit, Manual & Warranty Card 1 Unit, LED TV1 Unit",No,Telly Beats Electronics Pvt Ltd,,B0BW3JZZKF,2.9  2.9 out of 5 stars        3 ratings    2.9 out of 5 stars,"#354,752 in Electronics (See Top 100 in Electronics)  #792 in Smart Televisions",28 February 2023,"Telly Beats Electronics Pvt Ltd, 713/B, Sivanmalai, Tirupur Main Road, Kangeyam-638701, Tamilnadu. Contact number1800 309 8199",4 kg,18 x 800 x 400 Millimeters,1.00 count,,,,No,IQ32,,,,IQFL32ST,,,25 Watts,Corded Electric,,,,,,,,Flat,,,,,,,,,,,,,,"Stand 1 Set, Battery 1 Set, Screws 4 Unit, Remote Control 1 Unit, Manual & Warranty Card 1 Unit, LED TV1 Unit",1,,,,,,,,,,,,,,,,,,,,,,,,,,"Builtin Wi-Fi, HDMI, USB",,,,,,,,,,,,Both Table Stand & Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AA batteries required.,,LED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,,32 Inches,"Netflix, Google Play Store, Android TV, Amazon Video, Hotstar, YouTube",19201080 Pixels,60 Hz,2023,1 GB,Android,"USB, HDMI","2 Core, Mali 450",ATSC,,,32 Inches,178 Degrees,16:9,5000:1,,1920 x 1080 pixel,"USB, HDMI",Stereo,"Mp3_audio, Wma",1,1080p,,60 Hz,2,,Yes,,8 GB,,,Alkaline,,,,,,,,,,,,,,,,,,,,,
1404,IQ 100 cm (40 inches) Full HD LED Android Smart TV IQF40ST (Black),"11,499",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71NV8CKvATL._AC_SS450_.jpg,television,12 x 100 x 63 cm; 5.5 Kilograms,IQ-IT'S ROYALTY,,,,IQFL40ST,,,,,,,Flat,,110 Volts,,,,,,,,,"Stand 1 Set, Battery 1 Set, Screws 4 Unit, Remote Control 1 Unit, Manual & Warranty Card 1 Unit, LED TV1 Unit",No,Telly Beats Electronics Pvt Ltd,,B0BW8M1QGT,5.0  5.0 out of 5 stars        1 rating    5.0 out of 5 stars,"#209,280 in Electronics (See Top 100 in Electronics)  #596 in Smart Televisions",28 February 2023,"Telly Beats Electronics Pvt Ltd, 713/B, Sivanmalai, Tirupur Main Road, Kangeyam-638701, Tamilnadu. Contact number1800 309 8199",5 kg 500 g,12 x 100 x 63 Centimeters,1.00 count,,,,No,IQFL40ST,,,,IQFL40ST,,,25 Watts,Corded Electric,,,,,,,,Flat,,,,,,,,,,,,,,"Stand 1 Set, Battery 1 Set, Screws 4 Unit, Remote Control 1 Unit, Manual & Warranty Card 1 Unit, LED TV1 Unit",1,,,,,,,,,,,,,,,,,,,,,,,,,,"Builtin Wi-Fi, HDMI, USB",,,,,,,,,,,,Both Table Stand & Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AA batteries required.,,LED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,,,,,,,,,40 Inches,"Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Google Play, Android 9.0, Built-in Screen Mirroring",19201080 Pixels,60 Hz,2023,1 GB,Android,"USB, HDMI","2 Core, Mali 450",ATSC,8 Milliseconds,,40 Inches,178 Degrees,16:9,5000:1,,1920 x 1080 pixel,"USB, HDMI",Stereo,"Mp3_audio, Wma",2.1,,25 Watts,60 Hz,2,,Yes,,8 GB,IR,,Alkaline,10 Feet,,,,,,,,,,,,,,,,,,,,
1405,IQ 110 cm (43 inches) Frameless Ultra HD | 4K Supported | A+ IPS Panel Latest Technology Smart LED TV IQFL43ST (Black) (2023 Model),"11,499",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61d3IEyIddL._AC_SS450_.jpg,television,14.8 x 110 x 67 cm; 6.5 Kilograms,IQ-IT'S ROYALTY,,,,IQFL43ST,,,,,,,Flat,,110 Volts,,,,,,,,,"Stand 1 Set, Battery 1 Set, Screws 4 Unit, Remote Control 1 Unit, Manual & Warranty Card 1 Unit, LED TV1 Unit",No,Telly Beats Electronics Pvt Ltd,,B0BW8M4X2Q,2.9  2.9 out of 5 stars        9 ratings    2.9 out of 5 stars,"#132,914 in Electronics (See Top 100 in Electronics)  #428 in Smart Televisions",28 February 2023,"Telly Beats Electronics Pvt Ltd, 713/B, Sivanmalai, Tirupur Main Road, Kangeyam-638701, Tamilnadu. Contact number1800 309 8199",6 kg 500 g,14.8 x 110 x 67 Centimeters,1.00 count,,,,No,IQFL43ST,,,,IQFL43ST,,,30 Watts,Corded Electric,,,,,,,,Flat,,,,,,,,,,,,,,"Stand 1 Set, Battery 1 Set, Screws 4 Unit, Remote Control 1 Unit, Manual & Warranty Card 1 Unit, LED TV1 Unit",1,,,,,,,,,,,,,,,,,,,,,,,,,,"Builtin Wi-Fi, HDMI, USB",,,,,,,,,,,,Both Table Stand & Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 AAA batteries required.,,LED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+ | IPS Panel,,,,,,,,,43 Inches,"Android v11, Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Google Play, Built-in Screen Mirroring",1920x1080 Pixels,60 Hz,2023,1 GB,Android,"USB, Ethernet, HDMI","2 Core, Mali 450",ATSC,8 Milliseconds,,43 Inches,178 Degrees,16:9,5000:1,,3840 x 2160 pixel,"USB, HDMI",,"Mp3_audio, Wma",2,1080p,25 Watts,60 Hz,2,,Yes,,8 GB,IR,,Alkaline,10 Feet,,,,,,,,,,,,,,,,,,,,
